"African trypanosomiasis","704676689633271808","256424971","vfa Pharma","RT @Bayer: Bayer #Infographic #tropicaldiseases: Infection cycles of human African trypanosomiasis https://t.co/lAtvZYXe9b https://t.co/4Nm…","None","Berlin"
"Taeniasis","704682868472086532","2268932004","Hapax Hegemon","taeniasis","None","None"
"Pityriasis versicolor","704691453109407746","2477466914","Vitiligo Stopped","Conditions similar to #vitiligo: pityriasis alba, tuberculoid leprosy, postinflammatory hypopigmentation, tinea versicolor, piebaldism.","None","Liverpool"
"Paracoccidioidomycosis ","704702288963698690","478747156","❣ Al-waleed  ","@HamadALAmro @Mysight640 @d7_px @Nawaf_K14 @Ahmad_Alknhal @mohmusalm  طيب تعرف البكتيريا اللي اسمه paracoccidioidomycosis ????","[46.78442495, 24.69254793]","None"
"Progressive multifocal leukoencephalopathy","704703567987412993","289893218","CureHuntr","#clinicaltrial Adoptive Cellular Immunotherapy for Progressive Multifocal Leukoencephalopathy With Ex Vivo Generat… https://t.co/618o8d99Xl","None","None"
"African sleeping sickness ","704710483467759616","2170999954","MSF Science","Treating first stage sleeping sickness in African patients with oral pafuramidine #MSF https://t.co/P0SyqnoCY8 via @PLOSNTDs","None","None"
"African sleeping sickness ","704710631300210688","2647158698","NgHlth","RT @MSFsci: Treating first stage sleeping sickness in African patients with oral pafuramidine #MSF https://t.co/P0SyqnoCY8 via @PLOSNTDs","None","None"
"Buruli ulcer","704712938758791168","1071672577","CREPIN JT  #ن","RT @AmericanLeprosy: Thanks to you, 74,000 school children in Cote dIvoire have received health education about #leprosy &amp; Buruli ulcer. h…","None","None"
"African trypanosomiasis","704728721106677760","847734618","Alejandro Anzo","RT @Bayer: Bayer #Infographic #tropicaldiseases: Infection cycles of human African trypanosomiasis https://t.co/lAtvZYXe9b https://t.co/4Nm…","None","None"
"African trypanosomiasis","704735962023092224","14297643","Nurse Barb","African Trypanosomiasis Clinical Presentation: History, Physical Examination, Complications https://t.co/qaNlpizVQz","None","Silicon Valley, CA"
"Zygomycosis","704737049748881411","3823361955","Alex Sfakianakis","#Infections Hospital Outbreak of Pulmonary and Cutaneous Zygomycosis due to Contaminated… https://t.co/iApybsVdvQ","None","Greece"
"Campylobacteriosis","704739442708385793","2297820823","Gunter Kuhnle","@erzaehlmirnix Warum soll eigentlich Schweinefleisch ungesund sein? Ist Geflügel nicht schlimmer? https://t.co/8WaMEwaATt","None","Reading, UK"
"African trypanosomiasis","704750631173681154","71592995","Katharina Jansen","RT @Bayer: Bayer #Infographic #tropicaldiseases: Infection cycles of human African trypanosomiasis https://t.co/lAtvZYXe9b https://t.co/4Nm…","None","Leverkusen, Germany"
"Zygomycosis","704752615259635713","4468742133","ORL Ιατρική Medicine","Hospital Outbreak of Pulmonary and Cutaneous Zygomycosis due to Contaminated Linen Items From Substandard Laundry https://t.co/99xheTUyC7","None","None"
"Rhinosporidiosis","704772746949976064","103507211","Mohammed Abdul Aleem","RT @_SaranyaS_: Rhinosporidiosis #DNBPathology https://t.co/FwN4RBdhO3","None","Hyderabad"
"Rhinosporidiosis","704773426632855552","2488022322","Vishakha Pardeshi","RT @_SaranyaS_: Rhinosporidiosis #DNBPathology https://t.co/FwN4RBdhO3","None","None"
"African sleeping sickness ","704783138732404737","2791662702","Patricia Schwerdtle","RT @MSFsci: Treating first stage sleeping sickness in African patients with oral pafuramidine #MSF https://t.co/P0SyqnoCY8 via @PLOSNTDs","None","Melbourne"
"Rhinosporidiosis","704783611187339264","2891257500","drpembe-pathologist","RT @_SaranyaS_: Rhinosporidiosis #DNBPathology https://t.co/FwN4RBdhO3","None","Konya/Turkey"
"Rhinosporidiosis","704783670893215745","3718269915","Pattweet","RT @_SaranyaS_: Rhinosporidiosis #DNBPathology https://t.co/FwN4RBdhO3","None","İstanbul/Turkey"
"Rotavirus infection","704795905376055296","4841534909","Victor Siberian Cat","Intestinal Viral Infection (Rotavirus) in Cats #cats https://t.co/ENiHbrF6RZ","None","Slovenija"
"Cytomegalovirus infection","704803874230693888","3131271803","Promega Nordic","Learn about ""Congenital Cytomegalovirus: The Most Common Congenital Infection That You Have Never Heard Of"" (blog): https://t.co/weCPRXchND","None","Nordic Countries"
"Cytomegalovirus infection","704803874356469760","3131297452","Promega Benelux","Learn about ""Congenital Cytomegalovirus: The Most Common Congenital Infection That You Have Never Heard Of"" (blog): https://t.co/wslKvUY3oj","None","Leiden, the Netherlands"
"Cytomegalovirus infection","704803874788548609","8814152","promega","Learn about ""Congenital Cytomegalovirus: The Most Common Congenital Infection That You Have Never Heard Of"" (blog): https://t.co/56BNmuaNft","None","None"
"Epidemic typhus","704831821482221568","21624893","Kool DJ Head Alert","Its @atlasobscura catchup time! Heres the first mind blowing read: https://t.co/1xSBneqtOD (Doctors faking typhus to save 8K from Nazis!!)","None","Bronx, NYC"
"Rotavirus infection","704837942888431616","2566173666","José Luis Ortega","Effect of exclusive breastfeeding on rotavirus infection among children @MDLinx  https://t.co/6Fwbbpl3GU","None","None"
"Moniliasis","704840701515665408","2475238723","Candida Yeasts","#YeastInfection is also known as candidosis, moniliasis, and oidiomycosis.","None","London"
"Cytomegalovirus infection","704841575885578240","103293846","Emily Albright","RT @promega: Learn about ""Congenital Cytomegalovirus: The Most Common Congenital Infection That You Have Never Heard Of"" (blog): https://t.…","None","Madison, WI"
"Tularemia","704845824375840768","243303414","Powdersafe","RT @PowdersafeAU: ISIS and #bioterrorism: #Tularemia planned use in Turkey’s water | Outbreak News Today https://t.co/hsASHTajUH","None","USA"
"Progressive multifocal leukoencephalopathy","704847282605314048","19614296","Stem Cell News","#StemCells Clinical: Adoptive Cellular Immunotherapy for Progressive Multifocal Leukoencephalopathy With Ex Viv... https://t.co/M2CCQknxu0","None","UK"
"Glanders","704850448361132032","2151262242","chil ❣ kat","Lanceolately
name-drop génératrices
the thiophenol.
#glanders ? https://t.co/QfjYVsX4Vw","None","None"
"African trypanosomiasis","704862418535579648","138726463","Jessica Federer","RT @Bayer: Bayer #Infographic #tropicaldiseases: Infection cycles of human African trypanosomiasis https://t.co/lAtvZYXe9b https://t.co/4Nm…","None","Dusseldorf"
"Glanders","704878599896174592","2924752262","NashvilleDK","#TheAmericans : S04.E01 - ""Glanders"" - Promotional - 1
Airing Wednesday, March 16 On FX https://t.co/XJXEEU0Tgu","None","Nashville, Tennesee"
"Glanders","704878860907757568","2924752262","NashvilleDK","#TheAmericans : S04.E01 - ""Glanders"" - Promotional - 2
Airing Wednesday, March 16 On FX https://t.co/Ajtd4XJ9n5","None","Nashville, Tennesee"
"Glanders","704879164243968000","2924752262","NashvilleDK","#TheAmericans : S04.E01 - ""Glanders"" - Promotional - 3
Airing Wednesday, March 16 On FX https://t.co/sfA59vloje","None","Nashville, Tennesee"
"Glanders","704879644613414912","2924752262","NashvilleDK","#TheAmericans _: S04.E01 - ""Glanders"" - Extended Promo
https://t.co/nCRWuNyLcV https://t.co/DnnwUd1OQJ","None","Nashville, Tennesee"
"Tinea nigra","704898542159196162","1499478361","Health I Talk","What is Tinea Nigra? Dark Brown to Black Fungus Spots https://t.co/6XEJuFsTKn
 #health","None","None"
"African trypanosomiasis","704904991694315526","216848763","rambit","Am presenting on ""Prevalence of Human African Trypanosomiasis (HAT) in Tsetse flies captured in Zimbabwe  Hurungwe Game Reserve ""","None","worldwide "
"Rhinosporidiosis","704917788280950784","2276444330","Salwa Bakhsh","RT @_SaranyaS_: Rhinosporidiosis #DNBPathology https://t.co/FwN4RBdhO3","None","None"
"Rhinosporidiosis","704920091348099072","245337164","Haneen Al.Maghrabi","RT @_SaranyaS_: Rhinosporidiosis #DNBPathology https://t.co/FwN4RBdhO3","None","Mecca"
"Rhinosporidiosis","704922826596360193","2725648692","Ali  Y.  Hashim,  MD","RT @_SaranyaS_: Rhinosporidiosis #DNBPathology https://t.co/FwN4RBdhO3","None","None"
"African sleeping sickness ","704930442244431873","2757027653","Alexandra G. Raftery","RT @MSFsci: Treating first stage sleeping sickness in African patients with oral pafuramidine #MSF https://t.co/P0SyqnoCY8 via @PLOSNTDs","None","Glasgow"
"Cytomegalovirus infection","704939778572218369","914462377","S.E.F.H","Use of leflunomide in a cytomegalovirus infection resistant: a report of a case Farm Hosp. 2016;40(1):52-54 https://t.co/7g6cFxajww","None","C/ Rafael de Riego, 38. Madrid"
"Pneumococcal infection","704947123507372036","98663069","HIV Insight","HIV Infection &amp; Epidemiology of Invasive Pneumococcal Disease in South African Adults &amp; Older Children Prior to PCV https://t.co/vBM2ME59h2","None","Honolulu, Hawaii"
"Pneumococcal infection","704947528077287424","3164009702","ToOur Shores","RT @HIV_Insight: HIV Infection &amp; Epidemiology of Invasive Pneumococcal Disease in South African Adults &amp; Older Children Prior to PCV https:…","None","None"
"Pneumococcal infection","704947972962979841","1640393216","LGBT Journal","RT @HIV_Insight: HIV Infection &amp; Epidemiology of Invasive Pneumococcal Disease in South African Adults &amp; Older Children Prior to PCV https:…","None","Global"
"Rhinosporidiosis","704950176209883136","1463197363","khaled lounis","RT @_SaranyaS_: Rhinosporidiosis #DNBPathology https://t.co/FwN4RBdhO3","None","Algeria"
"Tularemia","704978071439323136","2620027440","UNITED FOR CARGLEN","tularemia 

#FPJAPToTheRescue
UNBEATABLE CARGLEN","None","None"
"Clostridium difficile colitis","704989479950557184","538143325","Steven Wexner","Clostridium difficile infection (CDI) after restorative proctocolectomy and IPAA for Ulcerative colitis https://t.co/tcSH1X0fhY","None","Weston, FL"
"Relapsing fever","704991363188727808","4521178973","Adiwerki","@Hagerawi24 ናይዝጊታት  ብዘላናትኩም ኣለኹም በቃ!! ቆማላት!! read this article.
""Louse-borne relapsing fever in an Eritrean refugee arriving in Switzerland""","None","NLD"
"Sixth disease","704999148806922240","215484971","raunaq","UP walon......liver peene se daru kharaab hota hai..............liver mat pee mat pee https://t.co/Flf4aBorUt","None","India"
"Respiratory syncytial virus infection","705007530875858944","2789766403","ImmunologyPapers","#In #JAllergyClinImmunol Respiratory syncytial virus infection of primary human mast cells induces the selective… https://t.co/zMtqCEC072","None","None"
"Bartonellosis","705010538825326592","1386021044","Angeline Pacy","RT @AlisynGayle: ...#Babesiosis, #Bartonellosis, #Anaplasmosis... https://t.co/zPRGBcWJxk","None","Boston, MA"
"Enterobiasis ","705020608938029056","1081599512","Skripsi-skripsi UN","Contoh Skripsi Kedokteran:Pengetahuan Orang Tua Tentang Enterobiasis dan Angka Kejadian Enterobiasis pada Siswa SD https://t.co/IOt6J17Rll","None","None"
"Echinococcosis","705023805039779840","341010772","Liz Nganga","RT @ZoonoticDisease: #Epidemiology #PhD opps in our team for Kenyans: #echinococcus https://t.co/cwTJyNPGby and #arboviruses https://t.co/s…","None","United Kingdom"
"Echinococcosis","705024232867106817","261643662","Tom Yates","RT @ZoonoticDisease: #Epidemiology #PhD opps in our team for Kenyans: #echinococcus https://t.co/cwTJyNPGby and #arboviruses https://t.co/s…","None","London and Kilifi"
"Dracunculiasis","705026934867099648","3199978306","Stony Brook IM","""Painful worm coming out of my foot."" Consider #Dracunculiasis #guineaworm. #GrandRounds #meded #ID https://t.co/dLgcnXwXkB","None","Stony Brook, NY"
"Taeniasis","705030694850826240","839593094","มีพุง","RT @UsmleAid: Pork Tapeworm T. solium causes

Taeniasis: by ingestion of cyst infected pork.

Cysticercosis: by ingestion of egg from feces…","None","Thailand"
"Echinococcosis","705035116247130116","35437505","Dr Kenneth Wameyo","RT @ZoonoticDisease: #Epidemiology #PhD opps in our team for Kenyans: #echinococcus https://t.co/cwTJyNPGby and #arboviruses https://t.co/s…","None","Nairobi Kenya"
"Respiratory syncytial virus infection","705039490390183936","2789766403","ImmunologyPapers","#Ch #JAllergyClinImmunol Respiratory syncytial virus infection of primary human mast cells induces the selective… https://t.co/XEq323bs50","None","None"
"Psittacosis","705048047017988096","4695025663","Bro Dameron","RT @asxasay: As literary as a psittacosis","None","Kita, Tokyo"
"Legionellosis ","705049805421043714","4854832415","Compliance4Landords","Man nearly dies after contracting #Legionellosis from compost https://t.co/HuWXTGNjFX. Wear mask &amp; gloves to avoid Legionella when gardening","None","Sevenoaks, England"
"Paragonimiasis","705051206121435136","2381877092","Helminth papers","PREVALENCE, CO-PREVALENCE AND RISK FACTORS OF PULMONARY PARAGONIMIASIS AND PULMONARY TUBERCULOSIS IN NIGERIAN… https://t.co/7DzFckJh8j","None","Manchester"
"Pityriasis versicolor","705056726928723968","94609878","Christophe HSU, MD","Pityriasis Versicolor:

It is a common infection in young individuals
The cause is because of the presence of a... https://t.co/4I1Cx8Ifex","None","None"
"Pityriasis versicolor","705059201345843202","1498904413","DR KHALID IQBAL BUTT","RT @gderm: Pityriasis Versicolor:

It is a common infection in young individuals
The cause is because of the presence of a... https://t.co/…","None","Zulfi Gen Hospital, Zulfi, KSA"
"Echinococcosis","705061991619141632","363805838","Pj mwau","RT @ZoonoticDisease: #Epidemiology #PhD opps in our team for Kenyans: #echinococcus https://t.co/cwTJyNPGby and #arboviruses https://t.co/s…","None","Makueni County"
"Sporotrichosis","705065824847921152","424724095","彡ⓐⓘⓩⓔⓡⓡⓡツ","RT @imanibntermizi: Beware All Cat Lovers! 

Sporotrichosis can be caused by Schenckii fungus w found on infected cat bites &amp; scratches. ht…","None","JOHOR"
"Tularemia","705075814862352384","758049516","PPT Search","Tularemia Powerpoint Templates - https://t.co/ZurQRSDtAa  #powerpoint #slide #Tularemia","None","None"
"Campylobacteriosis","705090367792656384","4629622272","Petlr","Bacterial Infection (Campylobacteriosis) in Cats  https://t.co/xIsayC6XVb","None","None"
"West Nile Fever","705098482843975680","704735422027423744","Dr. Sahu","Zika: A flavivirus That means same family as Dengue, Yellow Fever, or West Nile virus  Avoid being in mosquito ridden area at all costs","None","None"
"Donovanosis","705103296852324352","377656761","lauren","some days I just cant get out of bed and I wish there was a reason to explain why","None","None"
"Donovanosis","705103413382619138","377656761","lauren","RT @jamievicenta: Me: starts crying for no reason","None","None"
"Hookworm infection","705106822299054080","4158341299","On The Bright Side","ATTN SOCIETY: We have now used enough antibiotics to require intentional hookworm infection. https://t.co/z8iHY4Hy9o https://t.co/vD0YHJTClk","None","None"
"Donovanosis","705108396211576832","377656761","lauren","RT @ohaySam: If it looks like I havent showered in days its because I havent","None","None"
"Donovanosis","705109015420923904","377656761","lauren","RT @ohiwishicould: stressed out feat. me","None","None"
"Enterovirus infection","705120504869289984","2559499741","Biobrand Solutions","Childrens Hospital Colorado Experts Publish Paper on the 2014 Enterovirus D68 Outbreak   Infection Control Today https://t.co/OHXwF9nMkQ","None","None"
"Tularemia","705139849162944512","2470504963","Edyta Zawadzka","Tularemia | BRM-MED https://t.co/7v72IoKSbx https://t.co/meoV6jsFEm","None","Warszawa"
"Subacute sclerosing panencephalitis","705158785585717248","559535488","医学略語なう","SSPE (subacute sclerosing panencephalitis)【亜急性硬化性全脳炎】","None","None"
"Strongyloidiasis","705173133506940928","3062522352","ClinicalPearl Bot","If the location is right, duodenal ulcer with eosinophilia is strongyloidiasis until proven otherwise. 好酸球増多を伴った十二指腸潰瘍では糞線虫を考えよ。","None","None"
"Paragonimiasis","705184208059109376","110015313","claire bear","Paragonimiasis for today at the #parasitology lecture hall ????","None","Cavite, Philippines"
"Pityriasis versicolor","705184634242523136","4719174627","get ending deal","Zema Cream Athletes Foot Candidiasis Tinea Pityriasis Versicolor Anti-fungal 5g https://t.co/jWVunCD7u3 https://t.co/Iol24nXabC","None","None"
"Ascariasis","705192222166220800","3908274893","Every Word Roasted","ascariasis lookin ass bitch","None","None"
"Moniliasis","705202604708646912","1859603575","Silvino Reyes","RT @orgullorural2: Moniliasis del Cacao https://t.co/BtlhYsj46t https://t.co/2AWRweqWgC","None","None"
"Gas gangrene ","705205713665011713","221754395","§","@daus_virgo gas gangrene caused by clostridium perfringers ???? hohoo","None","Kuala Lumpur"
"Mycoplasma pneumonia","705206159456731136","405017454","•Han•","My whole family besides me &amp; @sarahworrelll have mycoplasma pneumonia........ ????????????","None","ig & sc @Hanah_Worrell"
"Pediculosis pubis ","705209777706500096","513975165","klo","@maihydn HAHAHAHA PEDICULOSIS PUBIS","None","None"
"Murine typhus ","705217006568652800","2963041053","HInsurance","Reemergence of murine typhus in Galveston, Texas, USA, 2013 https://t.co/il37P2Piw8","None","None"
"Monkeypox","705219093465419776","86377557","Deoxy Ribonucleic","Monkeypox is a zoonotic disease transmitted from rodents to primates, producing symptoms similar to smallpox. https://t.co/kfSIH6AQg7","None","Nucleus, Cellular"
"Monkeypox","705220739255783424","86377557","Deoxy Ribonucleic","Normally found in Africa, 2003 US outbreak of monkeypox infected 59, hospitalized 14.
https://t.co/tGJxjGUJfM https://t.co/lHjFTjXQO2","None","Nucleus, Cellular"
"Monkeypox","705222228284035072","86377557","Deoxy Ribonucleic","The likely vector in the US outbreak of monkeypox, Gambian pouched rat, can be trained to sniff out landmines. https://t.co/FGJvOZiimV","None","Nucleus, Cellular"
"Tinea corporis ","705226593556439040","43425194","MICASAEMIS","La tinea corporis produce típicamente lesiones circinadas circulares. #ENARM","None","Monterrey, NL"
"Pasteurellosis","705228116122206210","3568312712","CORY IN THE NOUN","Cory in the pasteurellosis","None","Somewhere in Idaho, USA"
"Monkeypox","705232143702740994","15666463","wholetruthy","#ZikaVirus this years bullshit ...#MonkeyPox #SARS #MadCow #BirdFlu #SwineFlu  #Ebola ....","None","on your mind"
"Tinea corporis ","705233666151067648","589352601","MD HERMES VAZQUEZ J.","RT @micasaemis: La tinea corporis produce típicamente lesiones circinadas circulares. #ENARM","None","Palmar Chico"
"Tinea capitis ","705249479616651265","1499478361","Health I Talk","What is Tinea Capitis? Ringworm of the Scalp https://t.co/WqlZIY2CYn
 #health","None","None"
"Ascariasis","705257323883671552","2389386493","Koicha","Ascariasis - OCEAN OF COLOUR https://t.co/wp4HTm2qNf","None","Yokohama  ex-Tokushima"
"Ascariasis","705257639484084224","2389386493","Koicha","Ascariasis????????????????????","None","Yokohama  ex-Tokushima"
"Actinomycosis","705262367945392128","2823804126","Ossama Riaz","Pulmonary actinomycosis develops following aspiration. Microscopic findings include filamentous, branching, gram positive bacteria n sulfur","None","Islamabad, Pakistan"
"Progressive multifocal leukoencephalopathy","705279549437640705","508573844","小嶋 慎二＠アポネット","【Prescriber Update】
Reminder: Immunomodulatory Medicines and Risk of Progressive Multifocal Leukoencephalopathy
https://t.co/exuw7UCeEu","None","None"
"Tularemia","705310525920444416","384375526","EOCforum","Gejala Penyakit Tularemia https://t.co/q5wuLZhbC8","None","None"
"Echinococcosis","705317615753961472","47604914","ILRI Communications","ILRI-DAAD PhD Scholarship: Cystic Echinococcosis – Distribution and genetic… https://t.co/EdcI5Cpdv3 #ILRI @CGIAR","None","Nairobi and Addis Ababa"
"Echinococcosis","705318661964349440","331584255","Ouma Arodi","RT @ILRI: ILRI-DAAD PhD Scholarship: Cystic Echinococcosis – Distribution and genetic… https://t.co/EdcI5Cpdv3 #ILRI @CGIAR","None","nairobi-kenya"
"Severe Acute Respiratory Syndrome","705342085684027392","445530102","病気bot","【重症急性呼吸器症候群（Severe Acute Respiratory Syndrome ）】SARSウイルスによる新種の感染症。二類感染症の第四号。主な症状は高熱、咳嗽、息ぎれ、呼吸困難、低酸素血症、肺炎など。致死率約15％。中国で「サーズ」として流行した。","None","人間の体"
"Rickettsial infection","705347045108748288","57368873","javeed ibrahim","Eschar 50 % in rickettsial infection #17thICID","None","India தமிழ்நாடு. "
"Echinococcosis","705350034628485120","133643146","Jiske @ Infolep","RT @info_TGHN: Comparison of #Diagnostic Accuracy of Three Rapid Tests - Serodiagnosis of Hepatic Cystic #Echinococcosis #NTDs https://t.co…","None","Amsterdam, Netherlands"
"Glanders","705368530062073856","35887556","cRAzy FANny","RT @MRhysOnline: See The Americans Season 4 Photos - Season 4 of The Americans airs March 16 at 10 p.m. on FX. “Glanders”... https://t.co…","None","City of Brotherly Love"
"Cryptosporidiosis","705378450480066560","1595577696","USMLEstat high-yield","Cryptosporidiosis - CD4 100-200 - 50% get this right","None","None"
"Pasteurellosis","705391368764575744","3214601910","pptsearch365","pasteurellosis.. PPT Slide - https://t.co/Sxd0uFcb5M  #pasteurellosis..","None","None"
"Mycoplasma pneumonia","705392374260740096","20732032","CMAJ","Case: mucositis secondary to Mycoplasma pneumonia infection (sub reqd) #dermatology https://t.co/glP78rnp64 https://t.co/0kzT2KKWnN","None","Ottawa, Canada"
"Mycoplasma pneumonia","705392767082618880","90881136","Donna Sudbury","RT @CMAJ_News: Case: mucositis secondary to Mycoplasma pneumonia infection (sub reqd) #dermatology https://t.co/glP78rnp64 https://t.co/0kz…","None","Bedeque, Prince Edward Island"
"Mycoplasma pneumonia","705395769449312256","191560625","Dr. N Mohan","RT @CMAJ_News: Case: mucositis secondary to Mycoplasma pneumonia infection (sub reqd) #dermatology https://t.co/glP78rnp64 https://t.co/0kz…","None","None"
"Ehrlichiosis","705401390227546112","400747108","Eugene Atienza","Damn Ehrlichiosis.","None","Imus, Cavite"
"Chromoblastomycosis","705407148700921856","186009514","Dr.Waleed Esmail","RT @ASDPTweets: Chromoblastomycosis: pseudoep hyperplasia, look for copper pennies (Medlar bodies) PAS+ #dermpath #whereswaldo https://t.co…","None","None"
"Mycoplasma pneumonia","705413735133769728","151407382","ReportsnReports","2016-2020 EU5 Respiratory Disease Market: Adenovirus, Influenza, Legionella, Mononucleosis,… https://t.co/CvMV9CpIJP #marketreports","None","Pune, Maharashtra"
"Echinococcosis","705414828144222208","440730332","AidJobs","ILRI-DAAD PhD Scholarship: Cystic Echinococcosis – Distribution and genetic diversity (Closing date:… https://t.co/Rbm67WbYmO #vacancy #jobs","None","Rome, Italy"
"Venezuelan hemorrhagic fever","705417024957194240","762284790","Numoca","Field studies on the epidemiology of Venezuelan hemorrhagic fever https://t.co/5mItszCQdx","None","Caracas-Venezuela"
"Echinococcosis","705426655272108032","343936150","Roger","RT @AidJobs: ILRI-DAAD PhD Scholarship: Cystic Echinococcosis – Distribution and genetic diversity (Closing date:… https://t.co/Rbm67WbYmO …","None","None"
"Gnathostomiasis","705430362978123776","398852891","Tips4 EyeDocs","#Tips4EyeDocs Ocular Gnathostomiasis in Brazil: A Case Report https://t.co/QPzxUjpjG7","None","San Francisco,  CA"
"Gnathostomiasis","705430764737970176","64418188","Eye Center","Ocular Gnathostomiasis in Brazil: A Case Report https://t.co/AOlc4cZj3H","None","Framingham, MA, USA"
"Tinea capitis ","705431918125391872","3011337389","Kabeer Shah, DO","Dr. Wilma Bergfeld | LPP Mimic - Tinea Capitis | #ISDP2016 #dermpath  #hairloss #bald https://t.co/sJwVaK1zCN","None","Mayo Clinic, Rochester, MN"
"Gas gangrene ","705433053343174657","2823804126","Ossama Riaz","Clostridium perfringens causes late onset food poisoning and clostridial myonecrosis (gas gangrene)","None","Islamabad, Pakistan"
"Tinea capitis ","705455466243948544","1444165801","Pathology","RT @kabeerkshah: Dr. Wilma Bergfeld | LPP Mimic - Tinea Capitis | #ISDP2016 #dermpath  #hairloss #bald https://t.co/sJwVaK1zCN","None","None"
"Monkeypox","705455670913445888","4937061","Liz Ditz","RT @c0nc0rdance: The likely vector in the US outbreak of monkeypox, Gambian pouched rat, can be trained to sniff out landmines. https://t.c…","None","San Mateo County, California"
"Monkeypox","705455775204798464","4937061","Liz Ditz","RT @c0nc0rdance: Monkeypox is a zoonotic disease transmitted from rodents to primates, producing symptoms similar to smallpox. https://t.co…","None","San Mateo County, California"
"Monkeypox","705455890443284482","4937061","Liz Ditz","RT @c0nc0rdance: Normally found in Africa, 2003 US outbreak of monkeypox infected 59, hospitalized 14.
https://t.co/tGJxjGUJfM https://t.co…","None","San Mateo County, California"
"Donovanosis","705459444881166337","377656761","lauren","@donovanosis dont worry guys, it didnt last long ????","None","None"
